#没有用的资料罢了，B站的中立性被钻了空子#





活动排名         视频号           活动投票数     观看数                视频标题
   91    av840180353/BV1N54y197gw     1633       545     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   94    av242648301/BV1fe411x7WP     1530       594     【肖战｜笑容剪辑】心动
   97    av582658694/BV1q64y1u7P2     1466       701     【肖战】超A兔or甜兔兔？反正是我的巨兔兔！！！
   98    av625140951/BV13t4y1U749     1447       7165     肖战 //  风月 // 岁月里惊鸿一瞥

2020-04-09 21:11:30：
   1    av200133555/BV14z411b79Z     26179       97132     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     23532       29741     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     23508       35806     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     21635       27464     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     21175       19413     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av625145995/BV1Gt4y1U7Ww     19531       20000     【肖战】今日份心动男孩，治愈系笑容
   7    av625216374/BV1At4y127Vo     18918       15865     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   9    av795139145/BV1jC4y1s73n     18402       11478     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   10    av667676988/BV1Sa4y1t7ok     17655       11659     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   11    av837685730/BV14g4y187Sk     17526       9823     肖战你的笑容，是我们最大的鼓励
   12    av625136584/BV1gt4y1U727     16373       9578     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     14842       8671     肖战 Solo
   16    av667694827/BV1Wa4y1x7xE     13717       9272     【肖战燃向】超踩点枪声 回来啦
   31    av837723547/BV1Bg4y187b1     6866       4368     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   34    av752633930/BV1ak4y197ut     6375       3943     【肖战｜民国故梦】豪门贵公子的旧梦时光
   35    av455218792/BV1t5411t7xB     6133       3009     西窗烟雨 ‖ 肖战古风治愈向混剪
   38    av710126493/BV1mQ4y1M76Z     5638       4109     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   39    av882691900/BV1bK4y1r79U     5548       2377     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av412720063/BV1yV411o7PM     5469       2382     【肖战｜个人向】小冤家
   44    av200173885/BV1zz411b7Zh     5081       2258     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   46    av582673600/BV1a64y1u7Jf     4803       1948     【肖战】一个永远都在鞠躬的男孩
   48    av967734351/BV1Up4y1C7TE     4697       2486     【肖战｜个人向】A向杂志踩点混剪
   51    av882722906/BV1zK4y1r7rx     4348       1815     【肖战/古装混剪】陌上人如玉，公子世无双
   58    av285205286/BV1Qc411h7qV     3699       2807     【肖战】跳舞心动挑战，你能坚持几秒？
   60    av582697296/BV1664y1u7Ak     3410       2216     肖战×魏无羡——吹梦到西洲
   63    av285179652/BV1kc411h7gW     3005       3049     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   68    av200212016/BV1Dz411b7ro     2827       1430     【肖战心动瞬间】✦演技明场面 | 燃向合集
   72    av200188935/BV1Rz411b7Uw     2563       1326     肖战—只为你的笑容不被辜负
   74    av412743571/BV1rV411o7dP     2423       985     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   75    av752683081/BV1ok4y19789     2413       1012     肖战 | 魏无羡  一个没有声音的混剪
   76    av370149850/BV1cZ4y1x7SR     2357       986     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   77    av752705204/BV1Xk4y197ri     2244       1095     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   78    av412644944/BV13V411o7BR     2211       636     【肖战】GIF合集|一起舔颜叭~
   79    av840225816/BV1M54y197WV     2126       857     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   81    av327732912/BV1FA411b7xD     2085       626     肖战，王一博，博君一肖
   82    av582640054/BV1p64y1u7F8     2030       682     【肖战】魏无羡混剪
   89    av882625487/BV1DK4y1C7hn     1692       939     肖战向心动挑战，愿世界温柔待你。
   90    av840180353/BV1N54y197gw     1639       550     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   93    av242648301/BV1fe411x7WP     1536       596     【肖战｜笑容剪辑】心动
   96    av582658694/BV1q64y1u7P2     1475       707     【肖战】超A兔or甜兔兔？反正是我的巨兔兔！！！
   97    av625140951/BV13t4y1U749     1457       7188     肖战 //  风月 // 岁月里惊鸿一瞥

2020-04-09 21:16:30：
   1    av200133555/BV14z411b79Z     26220       97294     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     23569       29834     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     23550       35941     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     21677       27543     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     21212       19483     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av625145995/BV1Gt4y1U7Ww     19565       20035     【肖战】今日份心动男孩，治愈系笑容
   7    av625216374/BV1At4y127Vo     18949       15898     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   9    av795139145/BV1jC4y1s73n     18432       11507     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   10    av667676988/BV1Sa4y1t7ok     17681       11689     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   11    av837685730/BV14g4y187Sk     17553       9846     肖战你的笑容，是我们最大的鼓励
   12    av625136584/BV1gt4y1U727     16404       9600     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     14874       8683     肖战 Solo
   16    av667694827/BV1Wa4y1x7xE     13746       9293     【肖战燃向】超踩点枪声 回来啦
   31    av837723547/BV1Bg4y187b1     6892       4380     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   34    av752633930/BV1ak4y197ut     6392       3952     【肖战｜民国故梦】豪门贵公子的旧梦时光
   35    av455218792/BV1t5411t7xB     6148       3019     西窗烟雨 ‖ 肖战古风治愈向混剪
   38    av710126493/BV1mQ4y1M76Z     5651       4118     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   39    av882691900/BV1bK4y1r79U     5564       2394     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av412720063/BV1yV411o7PM     5483       2392     【肖战｜个人向】小冤家
   44    av200173885/BV1zz411b7Zh     5099       2263     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   46    av582673600/BV1a64y1u7Jf     4819       1953     【肖战】一个永远都在鞠躬的男孩
   47    av967734351/BV1Up4y1C7TE     4713       2493     【肖战｜个人向】A向杂志踩点混剪
   51    av882722906/BV1zK4y1r7rx     4363       1832     【肖战/古装混剪】陌上人如玉，公子世无双
   58    av285205286/BV1Qc411h7qV     3711       2820     【肖战】跳舞心动挑战，你能坚持几秒？
   60    av582697296/BV1664y1u7Ak     3425       2232     肖战×魏无羡——吹梦到西洲
   63    av285179652/BV1kc411h7gW     3011       3056     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   68    av200212016/BV1Dz411b7ro     2839       1440     【肖战心动瞬间】✦演技明场面 | 燃向合集
   72    av200188935/BV1Rz411b7Uw     2577       1338     肖战—只为你的笑容不被辜负
   74    av412743571/BV1rV411o7dP     2437       994     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   75    av752683081/BV1ok4y19789     2425       1017     肖战 | 魏无羡  一个没有声音的混剪
   76    av370149850/BV1cZ4y1x7SR     2368       991     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   77    av752705204/BV1Xk4y197ri     2254       1107     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   78    av412644944/BV13V411o7BR     2222       638     【肖战】GIF合集|一起舔颜叭~
   79    av840225816/BV1M54y197WV     2139       861     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   81    av327732912/BV1FA411b7xD     2090       630     肖战，王一博，博君一肖
   82    av582640054/BV1p64y1u7F8     2045       691     【肖战】魏无羡混剪
   89    av882625487/BV1DK4y1C7hn     1701       945     肖战向心动挑战，愿世界温柔待你。
   90    av840180353/BV1N54y197gw     1649       551     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   93    av242648301/BV1fe411x7WP     1547       601     【肖战｜笑容剪辑】心动
   96    av582658694/BV1q64y1u7P2     1486       713     【肖战】超A兔or甜兔兔？反正是我的巨兔兔！！！
   97    av625140951/BV13t4y1U749     1470       7222     肖战 //  风月 // 岁月里惊鸿一瞥

2020-04-09 21:21:30：
   1    av200133555/BV14z411b79Z     26257       97497     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     23605       29941     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     23590       36076     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     21718       27618     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     21249       19551     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av625145995/BV1Gt4y1U7Ww     19604       20096     【肖战】今日份心动男孩，治愈系笑容
   7    av625216374/BV1At4y127Vo     18984       15954     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   9    av795139145/BV1jC4y1s73n     18466       11541     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   10    av667676988/BV1Sa4y1t7ok     17708       11728     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   11    av837685730/BV14g4y187Sk     17580       9869     肖战你的笑容，是我们最大的鼓励
   12    av625136584/BV1gt4y1U727     16433       9633     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     14900       8706     肖战 Solo
   16    av667694827/BV1Wa4y1x7xE     13772       9313     【肖战燃向】超踩点枪声 回来啦
   31    av837723547/BV1Bg4y187b1     6915       4391     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   34    av752633930/BV1ak4y197ut     6408       3963     【肖战｜民国故梦】豪门贵公子的旧梦时光
   35    av455218792/BV1t5411t7xB     6167       3033     西窗烟雨 ‖ 肖战古风治愈向混剪
   38    av710126493/BV1mQ4y1M76Z     5662       4126     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   39    av882691900/BV1bK4y1r79U     5583       2425     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av412720063/BV1yV411o7PM     5498       2400     【肖战｜个人向】小冤家
   44    av200173885/BV1zz411b7Zh     5116       2271     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   46    av582673600/BV1a64y1u7Jf     4836       1955     【肖战】一个永远都在鞠躬的男孩
   48    av967734351/BV1Up4y1C7TE     4728       2502     【肖战｜个人向】A向杂志踩点混剪
   51    av882722906/BV1zK4y1r7rx     4377       1842     【肖战/古装混剪】陌上人如玉，公子世无双
   58    av285205286/BV1Qc411h7qV     3723       2835     【肖战】跳舞心动挑战，你能坚持几秒？
   60    av582697296/BV1664y1u7Ak     3437       2240     肖战×魏无羡——吹梦到西洲
   64    av285179652/BV1kc411h7gW     3018       3062     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   68    av200212016/BV1Dz411b7ro     2851       1460     【肖战心动瞬间】✦演技明场面 | 燃向合集
   72    av200188935/BV1Rz411b7Uw     2585       1352     肖战—只为你的笑容不被辜负
   74    av412743571/BV1rV411o7dP     2447       998     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   75    av752683081/BV1ok4y19789     2435       1028     肖战 | 魏无羡  一个没有声音的混剪
   76    av370149850/BV1cZ4y1x7SR     2377       992     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   77    av752705204/BV1Xk4y197ri     2264       1117     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   78    av412644944/BV13V411o7BR     2229       638     【肖战】GIF合集|一起舔颜叭~
   79    av840225816/BV1M54y197WV     2148       864     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   81    av327732912/BV1FA411b7xD     2097       630     肖战，王一博，博君一肖
   82    av582640054/BV1p64y1u7F8     2053       692     【肖战】魏无羡混剪
   89    av882625487/BV1DK4y1C7hn     1709       948     肖战向心动挑战，愿世界温柔待你。
   90    av840180353/BV1N54y197gw     1655       552     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   93    av242648301/BV1fe411x7WP     1553       604     【肖战｜笑容剪辑】心动
   96    av582658694/BV1q64y1u7P2     1494       718     【肖战】超A兔or甜兔兔？反正是我的巨兔兔！！！
   97    av625140951/BV13t4y1U749     1479       7244     肖战 //  风月 // 岁月里惊鸿一瞥

2020-04-09 21:26:31：
   1    av200133555/BV14z411b79Z     26300       97739     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     23641       30028     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     23626       36229     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     21754       27679     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     21284       19612     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av625145995/BV1Gt4y1U7Ww     19639       20158     【肖战】今日份心动男孩，治愈系笑容
   8    av625216374/BV1At4y127Vo     19017       15997     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   9    av795139145/BV1jC4y1s73n     18498       11579     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   10    av667676988/BV1Sa4y1t7ok     17738       11774     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   11    av837685730/BV14g4y187Sk     17612       9900     肖战你的笑容，是我们最大的鼓励
   12    av625136584/BV1gt4y1U727     16466       9667     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     14930       8741     肖战 Solo
   16    av667694827/BV1Wa4y1x7xE     13801       9350     【肖战燃向】超踩点枪声 回来啦
   31    av837723547/BV1Bg4y187b1     6937       4415     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   34    av752633930/BV1ak4y197ut     6433       3976     【肖战｜民国故梦】豪门贵公子的旧梦时光
   35    av455218792/BV1t5411t7xB     6189       3046     西窗烟雨 ‖ 肖战古风治愈向混剪
   38    av710126493/BV1mQ4y1M76Z     5681       4144     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   39    av882691900/BV1bK4y1r79U     5605       2457     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av412720063/BV1yV411o7PM     5518       2413     【肖战｜个人向】小冤家
   44    av200173885/BV1zz411b7Zh     5133       2278     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   46    av582673600/BV1a64y1u7Jf     4850       1961     【肖战】一个永远都在鞠躬的男孩
   48    av967734351/BV1Up4y1C7TE     4744       2508     【肖战｜个人向】A向杂志踩点混剪
   51    av882722906/BV1zK4y1r7rx     4391       1846     【肖战/古装混剪】陌上人如玉，公子世无双
   58    av285205286/BV1Qc411h7qV     3733       2843     【肖战】跳舞心动挑战，你能坚持几秒？
   60    av582697296/BV1664y1u7Ak     3444       2251     肖战×魏无羡——吹梦到西洲
   64    av285179652/BV1kc411h7gW     3019       3065     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   68    av200212016/BV1Dz411b7ro     2862       1472     【肖战心动瞬间】✦演技明场面 | 燃向合集
   72    av200188935/BV1Rz411b7Uw     2595       1362     肖战—只为你的笑容不被辜负
   74    av412743571/BV1rV411o7dP     2455       1000     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   75    av752683081/BV1ok4y19789     2442       1032     肖战 | 魏无羡  一个没有声音的混剪
   76    av370149850/BV1cZ4y1x7SR     2385       997     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   77    av752705204/BV1Xk4y197ri     2271       1124     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   78    av412644944/BV13V411o7BR     2237       643     【肖战】GIF合集|一起舔颜叭~
   79    av840225816/BV1M54y197WV     2154       871     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   81    av327732912/BV1FA411b7xD     2099       633     肖战，王一博，博君一肖
   82    av582640054/BV1p64y1u7F8     2057       696     【肖战】魏无羡混剪
   89    av882625487/BV1DK4y1C7hn     1717       954     肖战向心动挑战，愿世界温柔待你。
   90    av840180353/BV1N54y197gw     1664       559     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   93    av242648301/BV1fe411x7WP     1562       606     【肖战｜笑容剪辑】心动
   96    av582658694/BV1q64y1u7P2     1503       720     【肖战】超A兔or甜兔兔？反正是我的巨兔兔！！！
   97    av625140951/BV13t4y1U749     1490       7272     肖战 //  风月 // 岁月里惊鸿一瞥

2020-04-09 21:31:31：
   1    av200133555/BV14z411b79Z     26351       97980     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     23685       30136     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     23669       36358     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     21800       27750     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     21320       19649     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av625145995/BV1Gt4y1U7Ww     19678       20194     【肖战】今日份心动男孩，治愈系笑容
   8    av625216374/BV1At4y127Vo     19054       16024     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   9    av795139145/BV1jC4y1s73n     18530       11595     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   10    av667676988/BV1Sa4y1t7ok     17767       11804     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   11    av837685730/BV14g4y187Sk     17644       9935     肖战你的笑容，是我们最大的鼓励
   12    av625136584/BV1gt4y1U727     16496       9690     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     14960       8769     肖战 Solo
   16    av667694827/BV1Wa4y1x7xE     13827       9369     【肖战燃向】超踩点枪声 回来啦
   31    av837723547/BV1Bg4y187b1     6966       4435     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   34    av752633930/BV1ak4y197ut     6460       3991     【肖战｜民国故梦】豪门贵公子的旧梦时光
   35    av455218792/BV1t5411t7xB     6216       3060     西窗烟雨 ‖ 肖战古风治愈向混剪
   38    av710126493/BV1mQ4y1M76Z     5696       4163     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   39    av882691900/BV1bK4y1r79U     5626       2476     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av412720063/BV1yV411o7PM     5536       2419     【肖战｜个人向】小冤家
   44    av200173885/BV1zz411b7Zh     5151       2290     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   46    av582673600/BV1a64y1u7Jf     4867       1966     【肖战】一个永远都在鞠躬的男孩
   48    av967734351/BV1Up4y1C7TE     4760       2520     【肖战｜个人向】A向杂志踩点混剪
   51    av882722906/BV1zK4y1r7rx     4411       1857     【肖战/古装混剪】陌上人如玉，公子世无双
   58    av285205286/BV1Qc411h7qV     3752       2863     【肖战】跳舞心动挑战，你能坚持几秒？
   60    av582697296/BV1664y1u7Ak     3467       2265     肖战×魏无羡——吹梦到西洲
   65    av285179652/BV1kc411h7gW     3021       3066     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   68    av200212016/BV1Dz411b7ro     2879       1482     【肖战心动瞬间】✦演技明场面 | 燃向合集
   72    av200188935/BV1Rz411b7Uw     2608       1368     肖战—只为你的笑容不被辜负
   74    av412743571/BV1rV411o7dP     2467       1008     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   75    av752683081/BV1ok4y19789     2456       1034     肖战 | 魏无羡  一个没有声音的混剪
   76    av370149850/BV1cZ4y1x7SR     2399       999     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   77    av752705204/BV1Xk4y197ri     2286       1131     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   78    av412644944/BV13V411o7BR     2249       648     【肖战】GIF合集|一起舔颜叭~
   79    av840225816/BV1M54y197WV     2168       873     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   81    av327732912/BV1FA411b7xD     2105       634     肖战，王一博，博君一肖
   82    av582640054/BV1p64y1u7F8     2068       699     【肖战】魏无羡混剪
   89    av882625487/BV1DK4y1C7hn     1727       961     肖战向心动挑战，愿世界温柔待你。
   90    av840180353/BV1N54y197gw     1676       562     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   93    av242648301/BV1fe411x7WP     1573       610     【肖战｜笑容剪辑】心动
   96    av582658694/BV1q64y1u7P2     1512       724     【肖战】超A兔or甜兔兔？反正是我的巨兔兔！！！
   97    av625140951/BV13t4y1U749     1499       7302     肖战 //  风月 // 岁月里惊鸿一瞥

2020-04-09 21:36:31：
   1    av200133555/BV14z411b79Z     26411       98244     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     23736       30255     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     23720       36505     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     21849       27838     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     21360       19713     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av625145995/BV1Gt4y1U7Ww     19718       20228     【肖战】今日份心动男孩，治愈系笑容
   8    av625216374/BV1At4y127Vo     19085       16075     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   9    av795139145/BV1jC4y1s73n     18559       11628     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   10    av667676988/BV1Sa4y1t7ok     17796       11843     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   11    av837685730/BV14g4y187Sk     17676       9951     肖战你的笑容，是我们最大的鼓励
   12    av625136584/BV1gt4y1U727     16522       9709     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     14988       8801     肖战 Solo
   16    av667694827/BV1Wa4y1x7xE     13857       9391     【肖战燃向】超踩点枪声 回来啦
   31    av837723547/BV1Bg4y187b1     6985       4459     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   34    av752633930/BV1ak4y197ut     6474       4010     【肖战｜民国故梦】豪门贵公子的旧梦时光
   35    av455218792/BV1t5411t7xB     6234       3071     西窗烟雨 ‖ 肖战古风治愈向混剪
   38    av710126493/BV1mQ4y1M76Z     5710       4175     【肖战】BT向||肖恶魔|超A《恶之花》极致踩点
   39    av882691900/BV1bK4y1r79U     5640       2503     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av412720063/BV1yV411o7PM     5549       2431     【肖战｜个人向】小冤家
   44    av200173885/BV1zz411b7Zh     5170       2298     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   46    av582673600/BV1a64y1u7Jf     4881       1973     【肖战】一个永远都在鞠躬的男孩
   47    av967734351/BV1Up4y1C7TE     4774       2529     【肖战｜个人向】A向杂志踩点混剪
   51    av882722906/BV1zK4y1r7rx     4421       1876     【肖战/古装混剪】陌上人如玉，公子世无双
   58    av285205286/BV1Qc411h7qV     3760       2880     【肖战】跳舞心动挑战，你能坚持几秒？
   60    av582697296/BV1664y1u7Ak     3478       2275     肖战×魏无羡——吹梦到西洲
   65    av285179652/BV1kc411h7gW     3025       3074     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   68    av200212016/BV1Dz411b7ro     2891       1495     【肖战心动瞬间】✦演技明场面 | 燃向合集
   72    av200188935/BV1Rz411b7Uw     2620       1378     肖战—只为你的笑容不被辜负
   74    av412743571/BV1rV411o7dP     2478       1014     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   75    av752683081/BV1ok4y19789     2467       1035     肖战 | 魏无羡  一个没有声音的混剪
   76    av370149850/BV1cZ4y1x7SR     2410       1001     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   77    av752705204/BV1Xk4y197ri     2296       1140     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   78    av412644944/BV13V411o7BR     2260       649     【肖战】GIF合集|一起舔颜叭~
   79    av840225816/BV1M54y197WV     2177       879     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   81    av327732912/BV1FA411b7xD     2110       636     肖战，王一博，博君一肖
   82    av582640054/BV1p64y1u7F8     2077       702     【肖战】魏无羡混剪
   88    av882625487/BV1DK4y1C7hn     1738       967     肖战向心动挑战，愿世界温柔待你。
   90    av840180353/BV1N54y197gw     1686       568     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   93    av242648301/BV1fe411x7WP     1580       614     【肖战｜笑容剪辑】心动
   96    av582658694/BV1q64y1u7P2     1520       726     【肖战】超A兔or甜兔兔？反正是我的巨兔兔！！！
